,Premise,Hypothesis,Label,Split,Folder
922,Adam did not understand the root of the crisis,Adam did not manage to understand what the causes of the crisis were,entailment,train,Adam did not understand the root of the crisis
923,Adam did not understand the root of the crisis,Adam did not understand the reasons of the crisis,entailment,train,Adam did not understand the root of the crisis
924,Adam did not understand the root of the crisis,Adam did not understand the solution to the crisis,neutral,train,Adam did not understand the root of the crisis
925,Adam did not understand the root of the crisis,the reasons of the crisis were not understood by Adam,entailment,train,Adam did not understand the root of the crisis
926,He was looking like a wounded lion .,He was looking gentle.,contradiction,dev,He was looking like a wounded lion .
927,His eyes were like a winter's sky,His eyes were gray,entailment,train,His eyes were like a winter's sky
928,The weeks crawled by until we could meet again.,The weeks passed slowly until we could meet again.,entailment,train,The weeks crawled by until we could meet again.
929,I had already planted the idea in her mind.,I had already sown the seeds of doubt in her mind.,contradiction,train,I had already planted the idea in her mind.
930,"Pale, yet bright it's flesh glowed like a gentle ember.","It was pale, yet bright and its flesh glowed pleasantly.",entailment,train,"Pale, yet bright it's flesh glowed like a gentle ember."
931,"Oh , and there 's one more thing you can be sure of , ’ he added sourly .","Oh , and there 's one more thing you can be sure of ,, he added cheerfully.",contradiction,train,"Oh , and there 's one more thing you can be sure of , ’ he added sourly ."
932,"It came like a swamp cat, with its ears raised and its eyes opened wide.","It came running, hard and reckless.",contradiction,train,"It came like a swamp cat, with its ears raised and its eyes opened wide."
933,"Such the spell I  cast  upon you ,",Such the spell I made upon you.,entailment,dev,"Such the spell I  cast  upon you ,"
934,"Everyone is a robot subtly testing you, but you are starting to get like an amateur detective.",You are starting to get suspicious about everyone around you being a robot subtly testing you.,entailment,dev,"Everyone is a robot subtly testing you, but you are starting to get like an amateur detective."
935,The Ukrainian singer was rewarded with stormy applause.,There was loud aplause. ,entailment,test,The Ukrainian singer was rewarded with stormy applause.
936,The Ukrainian singer was rewarded with stormy applause.,The Ukrainian singer did not have a successful night. ,contradiction,test,The Ukrainian singer was rewarded with stormy applause.
937,The Ukrainian singer was rewarded with stormy applause.,The Ukrainian singer performed during a storm. ,neutral,test,The Ukrainian singer was rewarded with stormy applause.
938,His mother had no doubt noticed; she looked like a turkey on thanksgiving.,His mother was definitely nervous - she had probably noticed.,entailment,train,Her mother had no doubt noticed; she looked like a turkey on thanksgiving.
939,She is fishing in troubled waters.,She is fishing in tranquility.,contradiction,train,She is fishing in troubled waters.
940,"Mom was inside the dim yellow kitchen, pacing like a caged tiger","Mom was inside the dim yellow kitchen, pacing calmly.",contradiction,train,"Mom was inside the dim yellow kitchen, pacing like a caged tiger"
941,The Leviathan in the ocean is a moving country.,The Leviathan in the ocean is a small immobile land.,contradiction,train,The Leviathan in the ocean is a moving country.
942,"When I step into the office, the sight of a man sitting there is like a clap of thunder in the quiet room.",It's not shocking to see a man in the office when I step in.,contradiction,train,"When I step into the office, the sight of a man sitting there is like a clap of thunder in the quiet room."
943,Still waters groove in the wind.,Still waters stop in the wind.,contradiction,train,Still waters groove in the wind.
944,"The sun is nowhere to be found, and the streets are like a ghost town.","It's as if the sun disappeared, leaving the streets eerily quiet.",entailment,train,"The sun is nowhere to be found, and the streets are like a ghost town."
945,He lathered fertilizer over the lawn.,He did not apply fertilizer over the lawn.,contradiction,train,He lathered fertilizer over the lawn.
946,We made a truce on the terms of the settlement.,We came to the mutual understanding to settle the deal and declare it as a peaceful agreement.,entailment,train,We made a truce on the terms of the settlement.
947,My soul was a lampless sea and she was the tempest.,My soul was an uncharted continent and she was the explorer.,contradiction,train,My soul was a lampless sea and she was the tempest.
948,I have to kill the program.,I have to set the program free.,contradiction,train,I have to kill the program.
949,But that didn't matter because what they had between them was still like a flickering candle flame,But that didn't matter because what they had between them was still fragile,entailment,train,But that didn't matter because what they had between them was still like a flickering candle flame
950,In the worst of times we looked at hope  shining in the dark.,In the worst of times we looked to misery.,contradiction,train,In the worst of times we looked at hope  shining in the dark.
951,He felt a wave of anger,He felt an intense anger,entailment,test,He felt a wave of anger
952,He felt a wave of anger,he felt a mild discouragement,contradiction,test,He felt a wave of anger
953,He felt a wave of anger,he felt an intense anger overcoming him,entailment,test,He felt a wave of anger
954,He felt a wave of anger,he felt an intense rage,entailment,test,He felt a wave of anger
955,The armor was tough as glass,The armor was breakable and weak,entailment,dev,The armor was tough as glass
956,She liked drama like a secluded monk,She avoided drama.,entailment,train,She liked drama like a secluded monk
957,It was a feather-light caress that felt like a sledgehammer.,"it was a gentle touch, it felt powerful.",entailment,train,It was a feather-light caress that felt like a sledgehammer.
958,She relaxed into the luxury of life.,She tightened her grip on life.,contradiction,test,She relaxed into the luxury of life.
959,He lived in a state of deep terror.,He lived in a state of eternal happiness.,contradiction,train,He lived in a state of deep terror.
960,I'm like a drug user being searched.,I'm confident,contradiction,train,I'm like a drug user being searched.
961,The place is like a dungeon.,The place is light,contradiction,dev,The place is like a dungeon.
962,But it is in the company framework that buries initiative.,The company does not promote initiative by design,entailment,test,But it is in the company framework that buries initiative.
963,But it is in the company framework that buries initiative.,The company is designed to prmote initiative,contradiction,test,But it is in the company framework that buries initiative.
964,But it is in the company framework that buries initiative.,The company was designed by smart people,neutral,test,But it is in the company framework that buries initiative.
965,His declarations sparked a fire in the community.,His declarations doused the fire in the community.,contradiction,train,His declarations sparked a fire in the community.
966,His purplish head was a skull under the moon.,His head was bright under the moon.,entailment,train,His purplish head was a skull under the moon.
967,His purplish head was a skull under the moon.,His purplish head was bald and white under the moon.,entailment,train,His purplish head was a skull under the moon.
968,His purplish head was a skull under the moon.,His purplish head was black and hairy under the moon.,contradiction,train,His purplish head was a skull under the moon.
969,His purplish head was a skull under the moon.,His purplish head was illuminated by the moon.,entailment,train,His purplish head was a skull under the moon.
970,She had a bright idea,She came up with a brilliant idea,entailment,train,She had a bright idea
971,She had a bright idea,She had a bad idea,contradiction,train,She had a bright idea
972,She had a bright idea,She had a complicated idea,neutral,train,She had a bright idea
973,She had a bright idea,She had a good idea,entailment,train,She had a bright idea
974,And the sky overhead had turned like a polluted body of water.,And the sky overhead had turned murky,entailment,test,And the sky overhead had turned like a polluted body of water.
975,You have no idea why people suddenly have become like pale frail zombies.,You are unaware of the reason why people have become healthy.,contradiction,train,You have no idea why people suddenly have become like pale frail zombies.
976,"‘ Westerns have a gladiatorial , timeless quality .",The setting of western movies is appealing to us because it resembles a gladiator arena with shooting guns.,entailment,dev,"‘ Westerns have a gladiatorial , timeless quality ."
977,After a few weeks he’s starting to feel like an outcast.,After a few weeks he’s starting to feel a little lonely,entailment,train,After a few weeks he’s starting to feel like an outcast.
978,The bad review of his work deflated his self-confidence.,The harsh criticism of his work made him ecstatic.,contradiction,train,The bad review of his work deflated his self-confidence.
979,The immigrants were quickly absorbed into society.,Most of the immigrants that have come here and now successfully part of the local community.,entailment,train,The immigrants were quickly absorbed into society.
980,"He cruised slowly down main street, which was like a ghost-town street .","He was cruising down main street, which was almost entirely full and boisterious.",contradiction,train,"He cruised slowly down main street, which was like a ghost-town street ."
981,Like last year Android tablets are stealing the spotlight.,Android tablets have been very popular for two consequtive years. ,entailment,train,Like last year Android tablets are stealing the spotlight.
982,Like last year Android tablets are stealing the spotlight.,Android phones have not been very popular. ,contradiction,train,Like last year Android tablets are stealing the spotlight.
983,Like last year Android tablets are stealing the spotlight.,Android tablets have very light screens. ,neutral,train,Like last year Android tablets are stealing the spotlight.
984,"Far above him  swam  the heavens ,",Far below him  swam  the heavens.,contradiction,train,"Far above him  swam  the heavens ,"
985,Her interest in butterflies absorbs her completely.,Her interest in butterflies engages her completely .,entailment,train,Her interest in butterflies absorbs her completely.
986,Don't remix my words.,Don't retain my original words.,contradiction,train,Don't remix my words.
987,My golden toned skin met my internal heat welcomingly and it spread across my body like a wildfire in a drought.,"My golden toned skin welcomed the heat, and it spread across my body rapidly.",entailment,train,My golden toned skin met my internal heat welcomingly and it spread across my body like a wildfire in a drought.
988,My brain is glowing after the bottle of champagne.,"After the champagne bottle, my brain is buzzing.",entailment,test,My brain is glowing after the bottle of champagne.
989,They colored her pure white skin like a sloppily designed ink blot test .,"They colored her white skin in a pattern of light pink, yellow, and green.",contradiction,test,They colored her pure white skin like a sloppily designed ink blot test .
990,The lack of rain had depressed the water level in the reservoir.,The drought has made the water level at the reservoir really really low.,entailment,train,The lack of rain had depressed the water level in the reservoir.
991,The dollar has been dragged by inflation.,The dollar has been increased by inflation.,contradiction,train,The dollar has been dragged by inflation.
992,He was like the slash of an exclamation point,He was lanky and thin,entailment,train,He was like the slash of an exclamation point
993,Occasionally the sun was like a dim orange fire .,The sun was obscured by the dense fog.,contradiction,train,Occasionally the sun was like a dim orange fire .
994,He was like a rabbit staring into the headlights of an approaching car;,He was calm,contradiction,test,He was like a rabbit staring into the headlights of an approaching car;
995,Alex leaked the process.,Alex blew the process.,contradiction,train,Alex leaked the process.
996,He swept aside my objections.,It was disappointing to find out that my objections were put aside.,entailment,train,He swept aside my objections.
997,Words are weapons.,Words are harmless.,contradiction,train,Words are weapons.
998,The short lawyer appeared like a second string basketball player who didn't get a chance to get into the game.,The short lawyer appeared disappointed,entailment,dev,The short lawyer appeared like a second string basketball player who didn't get a chance to get into the game.
999,Now I read the post the poster was showing a written example of purple prose.,The example was very elaborate prose. ,entailment,train,Now I read the post the poster was showing a written example of purple prose.
1000,Now I read the post the poster was showing a written example of purple prose.,The example text was very plain. ,contradiction,train,Now I read the post the poster was showing a written example of purple prose.
1001,Now I read the post the poster was showing a written example of purple prose.,Creative writing is a teachable skill. ,neutral,train,Now I read the post the poster was showing a written example of purple prose.
1002,Each stride he took was like a tennis court.,Each stride he took was short.,contradiction,train,Each stride he took was like a tennis court.
1003,But forming ideas about the future seemed like a mist-wreathed mountain path .,But it seemed safe and sensible to make plans for the future.,contradiction,train,But forming ideas about the future seemed like a mist-wreathed mountain path .
1004,"His gaze was like a steady, strong flame .",His gaze was neither blazing nor compassionate.,contradiction,train,"His gaze was like a steady, strong flame ."
1005,"Duryodhan's life had a superb cast, but he couldn't figure out the plot.",Duryodhan's life had a superb cast and he always had the perfect solution of each and every problems.,contradiction,train,"Duryodhan's life had a superb cast, but he couldn't figure out the plot."
1006,Your theory is as believable as Bigfoot,Your theory is unbelievable,entailment,train,Your theory is as believable as Bigfoot
1007,"Those cholos are dumb as jellyfish, quade said like a sardine facing a shark.",Quade said cowardly that those cholos are dumb as jellyfish.,entailment,train,"Those cholos are dumb as jellyfish, quade said like a sardine facing a shark."
1008,The cavern that housed it was like an auditorium,The space that contained it was small.,contradiction,train,The cavern that housed it was like an auditorium
1009,Nonetheless an established cult of fans digs this activity.,This activity is appreciated by some people ,entailment,train,Nonetheless an established cult of fans digs this activity.
1010,Nonetheless an established cult of fans digs this activity.,There does not exist a solid fanbase. ,contradiction,train,Nonetheless an established cult of fans digs this activity.
1011,Nonetheless an established cult of fans digs this activity.,They were digging for hours. ,neutral,train,Nonetheless an established cult of fans digs this activity.
1012,He looks like a sea urchin.,He looks spiky,entailment,train,He looks like a sea urchin.
1013,Our whole life we swim against the waves towards the green light of happiness.,"Since the day we are born to till the moment we die, our lives' only aim is to fulfill this urge of being happy, even it is difficult.",entailment,train,Our whole life we swim against the waves towards the green light of happiness.
1014,"Till the tree-tops shook with laughter ,",Till the tree-tops were trembling the laughter.,entailment,test,"Till the tree-tops shook with laughter ,"
1015,The new city was a maze for him.,He had a hard time navigating his way through the new city.,entailment,test,The new city was a maze for him.
1016,They can be like a shooting star burning its way through the night sky.,They can be fleeting,entailment,train,They can be like a shooting star burning its way through the night sky.
1017,Now he feels like a high mountain lake without a wind stirring it.,Now he feels agitated,contradiction,test,Now he feels like a high mountain lake without a wind stirring it.
1018,You’ve discovered that your body is like bulletproof steel.,You've found that your body is extremely fragile.,contradiction,dev,You’ve discovered that your body is like bulletproof steel.
1019,She said I was like a china doll.,She said I was black.,contradiction,test,She said I was like a china doll.
1020,She was like a timeless statue .,"She was strikingly beautiful, stately and strong .",entailment,train,She was like a timeless statue .
1021,His nose was like a branch jutting from a tree.,His nose was rather narrow,entailment,train,His nose was like a branch jutting from a tree.
1022,Milton scrunched his eyes and moodily turned back to his computer like a man in a sailless boat without oars.,Milton scrunched his eyes and moodily turned back to his computer helpless,entailment,train,Milton scrunched his eyes and moodily turned back to his computer like a man in a sailless boat without oars.
1023,The event engraved itself into her memory.,The event left her memory.,contradiction,train,The event engraved itself into her memory.
1024,Fat chance that gets resolved any time soon.,Probably it will be solved soon.,entailment,test,Fat chance that gets resolved any time soon.
1025,Fat chance that gets resolved any time soon.,I do not believe things will be sorted soon. ,contradiction,test,Fat chance that gets resolved any time soon.
1026,Fat chance that gets resolved any time soon.,This will make you fat. ,neutral,test,Fat chance that gets resolved any time soon.
1027,"This was where she'd first seen him, in this mirrored room, a space like an airplane hangar.","The first time she saw him was in this mirrored room, which was a cramped space.",contradiction,train,"This was where she'd first seen him, in this mirrored room, a space like an airplane hangar."
1028,They looked like a feather mattress.,They looked solid,entailment,test,They looked like a feather mattress.
1029,The snow blanketed the earth like a mother would her infant child.,Snowfall exposing the Earth from its clothes like a mother would her infant child.,contradiction,train,The snow blanketed the earth like a mother would her infant child.
1030,A break up can leave you with a broken heart.,A break up can fill you with enthusiasm and energy that can lead to a new and exciting relationship.,contradiction,train,A break up can leave you with a broken heart.
1031,"I wanted to get money, but the ATM froze.","I wanted to get money, and the ATM worked.",contradiction,test,"I wanted to get money, but the ATM froze."
1032,The family was as friendly as a pack of wolves,The family was very friendly.,contradiction,train,The family was as friendly as a pack of wolves
1033,Your words surround me but I will not surrender.,You speak in a charming and effective way but I am not convinced.,entailment,dev,Your words surround me but I will not surrender.
1034,"£45,000 was the asking price and I was not surprised that the sale , so to speak , hung fire .","£45,000 was the asking price and I was not astonished that the sale eventually took place .",contradiction,train,"£45,000 was the asking price and I was not surprised that the sale , so to speak , hung fire ."
1035,The middle east is fermenting.,The middle east has a problem that is bubbling up.,entailment,train,The middle east is fermenting.
1036,Each blade of grass was a bayonet pointed firmly at our bare feet.,We could painfully feel each blade of grass because we were barefooted.,entailment,train,Each blade of grass was a bayonet pointed firmly at our bare feet.
1037,The book glowed like a lit coal .,The book glowed black.,contradiction,train,The book glowed like a lit coal .
1038,The hotel had a view as beautiful as the back alley of a harware  store,The hotel had a bad view,entailment,train,The hotel had a view as beautiful as the back alley of a harware  store
1039,A star crowns the Christmas Tree.,The Star tops the Christmas tree during Christmas.,entailment,train,A star crowns the Christmas Tree.
1040,The faculty meeting was an easy breeze.,The faculty meeting was very easy and relaxing.,entailment,train,The faculty meeting was an easy breeze.
1041,Describe your 'real' self in third person without sounding like a pompous beauty guru.,Describe your 'real' self in third person without sounding humble.,contradiction,train,Describe your 'real' self in third person without sounding like a pompous beauty guru.
1042,My eyes burned up and I could feel my face turning red.,My eyes got so dry I feel like my face turned into red.,contradiction,train,My eyes burned up and I could feel my face turning red.
1043,She walked into the room like a queen holding court .,"Even though she was feeling insecure, she walked into the room with her head held high.",entailment,train,She walked into the room like a queen holding court .
1044,"Time stood still, the world was like a bizarre carnival ride .","The world was spinning round and round, and time stood still.",entailment,train,"Time stood still, the world was like a bizarre carnival ride ."
1045,He buzzed the servant.,he summoned the servant.,entailment,dev,He buzzed the servant.
1046,Last night you learned from your wife that lucid dreams are like hen's teeth.,Your wife told you last night that lucid dreams are quite common.,contradiction,train,Last night you learned from your wife that lucid dreams are like hen's teeth.
1047,We can lean on this man.,We can count on this man.,entailment,test,We can lean on this man.
1048,They were moving away from him like a squirrel up a tree.,They were moving away from him quickly.,entailment,dev,They were moving away from him like a squirrel up a tree.
1049,Their faces were shrouded with sadness.,I saw the depressed and sad look on their faces.,entailment,train,Their faces were shrouded with sadness.
1050,"All the meadows  wave  with blossoms ,",All the meadows are frozen and chilly.,contradiction,train,"All the meadows  wave  with blossoms ,"
1051,Vietnam was in his brain like a stringy piece of meat caught between his teeth that wouldn't be dislodged for love or money.,Vietnam was barely a blip on his radar.,contradiction,train,Vietnam was in his brain like a stringy piece of meat caught between his teeth that wouldn't be dislodged for love or money.
1052,"But this other world doesn't want to be known, it wants to remain like an underground cult.","But this other world doesn't want to be known, it wants to remain hidden",entailment,train,"But this other world doesn't want to be known, it wants to remain like an underground cult."
1053,You are as graceful as a walrus,you are graceful,contradiction,dev,You are as graceful as a walrus
1054,The air within the pipe was like an old stone cellar on a humid day.,The air inside the pipe was hot and fresh.,contradiction,test,The air within the pipe was like an old stone cellar on a humid day.
1055,Robed  with darkness as a garment .,Surrounded by darkness like a garment.,entailment,dev,Robed  with darkness as a garment .
1056,The age of computers had dawned.,The age of computers had yet to arise.,contradiction,train,The age of computers had dawned.
1057,He lay before the beaming sun.,He lay before the setting sun.,contradiction,train,He lay before the beaming sun.
1058,you're just like a ninja .,you're just stealthy .,entailment,test,you're just like a ninja .
1059,it will require fresh thinking and new products.,Innovation is necessary,entailment,test,it will require fresh thinking and new products.
1060,it will require fresh thinking and new products.,We should not waste time and money on research and development. ,contradiction,test,it will require fresh thinking and new products.
1061,it will require fresh thinking and new products.,Fresh food is necessary. ,neutral,test,it will require fresh thinking and new products.
1062,As I walk through the grey mist that twists my sight.,As I walk through the grey mist that blocks my sight.,entailment,train,As I walk through the grey mist that twists my sight.
1063,Trying to rationalize the situation eventually becomes like trapping a bird in a cage.,"Eventually, trying to make sense of the situation becomes easier.",contradiction,train,Trying to rationalize the situation eventually becomes like trapping a bird in a cage.
1064,The critics paid tribute to this broadway production.,The critics rebuked this broadway production.,contradiction,train,The critics paid tribute to this broadway production.
1065,The sound of the rain against her roof is like a frantic drumbeat,The rain is coming down soft and intermittent against her roof.,contradiction,train,The sound of the rain against her roof is like a frantic drumbeat
1066,"A fly landed on the empty , staring vizor , and crawled across it .","A fly landed on the empty , staring vizor , and rode across it .",contradiction,train,"A fly landed on the empty , staring vizor , and crawled across it ."
1067,Actions speak louder than words.,Actions are not louder than words.,contradiction,train,Actions speak louder than words.
1068,The play is going to burn few people.,The play is going to hurt few people.,entailment,train,The play is going to burn few people.
1069,Stock prices are growing higher.,Stock prices are falling lower.,contradiction,train,Stock prices are growing higher.
1070,"Floating on the waves we saw the abandoned boat, a dark sight indeed.",The sight of the abandoned boat on waves is really sad.,entailment,test,"Floating on the waves we saw the abandoned boat, a dark sight indeed."
1071,Look at their smiling faces and their zeal as they try to wash their sins away.,They are trying to redeem themselves. ,entailment,train,Look at their smiling faces and their zeal as they try to wash their sins away.
1072,Look at their smiling faces and their zeal as they try to wash their sins away.,They do not resent anything. ,contradiction,train,Look at their smiling faces and their zeal as they try to wash their sins away.
1073,Look at their smiling faces and their zeal as they try to wash their sins away.,They are washing something. ,neutral,train,Look at their smiling faces and their zeal as they try to wash their sins away.
1074,"Of the happy days that  followed  ,",Of the happy days that occurred afterward.,entailment,train,"Of the happy days that  followed  ,"
1075,Horses possess a sunny disposition and much natural charm.,He is cheerful and happy. ,entailment,dev,Horses possess a sunny disposition and much natural charm.
1076,Horses possess a sunny disposition and much natural charm.,He is always grumpy,contradiction,dev,Horses possess a sunny disposition and much natural charm.
1077,Horses possess a sunny disposition and much natural charm.,He loves the sun,neutral,dev,Horses possess a sunny disposition and much natural charm.
1078,The atmosphere was like a funeral chamber for some big shot human being.,The atmosphere was light and cheerful.,contradiction,test,The atmosphere was like a funeral chamber for some big shot human being.
1079,It was like a monk's cell.,It was lush,contradiction,train,It was like a monk's cell.
1080,He felt like a great oak tree with roots that went deep.,He felt weak and flimsy,contradiction,train,He felt like a great oak tree with roots that went deep.
1081,"She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.","Even though she's big, she's not very brave-and when she's on the ground, she's clumsy.",entailment,dev,"She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond."
1082,"A character knows that their universe is fictional, but everyone thinks they are like a clown in a courthouse.","The character knows their universe is fictional, everyone thinks they are sane for believing it.",contradiction,test,"A character knows that their universe is fictional, but everyone thinks they are like a clown in a courthouse."
1083,Stock prices are rocketing higher.,Stock prices are increasing everyday.,entailment,train,Stock prices are rocketing higher.
1084,"It was a moonless nights, the air was still and the crickets were like living shadows.","It was a moonless night, the air was still and the crickets were noisy.",contradiction,train,"It was a moonless nights, the air was still and the crickets were like living shadows."
1085,The majority of law enforcement has become like a phonograph at a smartphone convention.,Most of law enforcement is now critical.,contradiction,train,The majority of law enforcement has become like a phonograph at a smartphone convention.
1086,The cigarettes rained on his health.,The cigarettes affected his health.,entailment,dev,The cigarettes rained on his health.
1087,"The old woman turned her head, and tessa saw that her skin was like a parrot's feathers",Tessa saw that the old woman's skin was green when she turned her head.,entailment,train,"The old woman turned her head, and tessa saw that her skin was like a parrot's feathers"
1088,They were stirring excitement.,They were provoking excitement.,entailment,test,They were stirring excitement.
1089,This rare bordeaux must be allowed to breathe for at least 2 hours.,This extremely expensive bordeaux wine should be allowed to oxidize and open up for 2 hours at least.,entailment,test,This rare bordeaux must be allowed to breathe for at least 2 hours.
1090,we were sinking in an ocean of grass.,we were exploring a very small grassland.,contradiction,train,we were sinking in an ocean of grass.
1091,The smell of smoke carpeted on the delinquent.,The smell of smoke took off on the delinquent.,contradiction,train,The smell of smoke carpeted on the delinquent.
1092,I'm like an overused well .,I'm wet.,contradiction,train,I'm like an overused well .
1093,He was slapped with a terrible illness that killed him quickly.,He was unaffected by a terrible illness for several months but still died later.,contradiction,dev,He was slapped with a terrible illness that killed him quickly.
1094,Adrenaline shot through him like a lightning bolt.,Adrenaline shot through him powerfully,entailment,train,Adrenaline shot through him like a lightning bolt.
1095,"Her billowing cloak vanishes in a whirl of light, allowing her to land like a fresh leaf in a still pond.",She soundlessly landed after her cloak billowed around her and then vanished in a whirl of light.,entailment,train,"Her billowing cloak vanishes in a whirl of light, allowing her to land like a fresh leaf in a still pond."
1096,"A whirling vortex surrounded her, but within the vortex she was like a buddhist garden.","Even though she was surrounded by a whirling vortex, she felt agitated.",contradiction,train,"A whirling vortex surrounded her, but within the vortex she was like a buddhist garden."
1097,Midwesterners try to spread the wealth evenly.,Midwesterns try to be fair with wealth distribution. ,entailment,train,Midwesterners try to spread the wealth evenly.
1098,Midwesterners try to spread the wealth evenly.,Midwesterns do not distribute wealth in an equitable manner. ,contradiction,train,Midwesterners try to spread the wealth evenly.
1099,Midwesterners try to spread the wealth evenly.,Midwesterns spread money on the streets. ,neutral,train,Midwesterners try to spread the wealth evenly.
1100,"The air was like a soft, soothing blanket",The air was thick and warm,entailment,train,"The air was like a soft, soothing blanket"
1101,My skin was like a february morning.,My skin was warm,contradiction,train,My skin was like a february morning.
1102,People were streaming out of the theater.,It was really crazy when people started running out of the theater.,entailment,train,People were streaming out of the theater.
1103,The cigarettes snuffed his health.,The cigarettes cured his health.,contradiction,test,The cigarettes snuffed his health.
1104,Those galaxies were jellyfishes in the abyss of space.,Those galaxies were jellyfishes in the seemingly endless space.,entailment,train,Those galaxies were jellyfishes in the abyss of space.
1105,We funneled money into the education of our children.,We don't like to pay money for our children's education.,contradiction,train,We funneled money into the education of our children.
1106,I was on a rollercoaster of emotions.,I was experiencing extreme changes in my feelings.,entailment,train,I was on a rollercoaster of emotions.
1107,The play was as thrilling as watching paint dry,the play was boring,entailment,train,The play was as thrilling as watching paint dry
1108,"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.","His skin was rough, and he had a round face with golden curly hair.",contradiction,test,"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls."
1109,I asked for your help and you disappeared from radar.,I asked for your help and you kindly helped me.,contradiction,train,I asked for your help and you disappeared from radar.
1110,"They all agree the books are good reads, but they are like flamingoes in Antartica.","They all agree the books are good reads, but they are too unrealistic",entailment,train,"They all agree the books are good reads, but they are like flamingoes in Antartica."
1111,The moon winked back at itself from the lake’s surface.,The moon reflected back at itself from the lake’s surface.,entailment,train,The moon winked back at itself from the lake’s surface.
1112,I prefer blunt honesty especially from people who are supposed to be reporting the truth.,Tell me the truth even if it hurts. ,entailment,test,I prefer blunt honesty especially from people who are supposed to be reporting the truth.
1113,I prefer blunt honesty especially from people who are supposed to be reporting the truth.,I prefer tough news to be sugarcoated. ,contradiction,test,I prefer blunt honesty especially from people who are supposed to be reporting the truth.
1114,I prefer blunt honesty especially from people who are supposed to be reporting the truth.,Blunt honesty is the most important thing in a relationship. ,neutral,test,I prefer blunt honesty especially from people who are supposed to be reporting the truth.
1115,The clouds waltzed each other around in the sky.,The clouds were circling each other in the sky.,entailment,train,The clouds waltzed each other around in the sky.
1116,"You see, nobody pays much attention to fixtures, they're simply there, reading dull bureaucratic reports or researching material like a telephone directory.","You see, nobody pays much attention to the people who are simply there, reading dull bureaucratic reports or researching material about private information.",contradiction,train,"You see, nobody pays much attention to fixtures, they're simply there, reading dull bureaucratic reports or researching material like a telephone directory."
1117,"A ruined wooden shack, perhaps, or something like a thatched roof earthen hut .",The building looked like a sleek and modern skyscraper.,contradiction,train,"A ruined wooden shack, perhaps, or something like a thatched roof earthen hut ."
1118,I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,He left early,entailment,test,I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.
1119,I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,He never left,contradiction,test,I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.
1120,I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,The moon was born recently,neutral,test,I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.
1121,Which horse are you depending  on.,Are you confused on which horse to put all the money to?,contradiction,dev,Which horse are you depending  on.
1122,The bridge towers over the river.,The bridge was fragile and thus crashes over the river.,contradiction,train,The bridge towers over the river.
1123,The force erased the civilians in 1915.,The force helped the civilians to re-establish in 1915.,contradiction,test,The force erased the civilians in 1915.
1124,The wind floats through the leaves.,The wind almost uprooted the leaves.,contradiction,dev,The wind floats through the leaves.
1125,Middle age cut down her appetite for travel.,Middle age increased her appetite for travel rather than just staying at home.,contradiction,train,Middle age cut down her appetite for travel.
1126,The dancer was as graceful as a honking goose.,The dancer was boorish and uncoordinated.,entailment,train,The dancer was as graceful as a honking goose.
1127,I'm as hairy as a naked mole rat,I'm hairy,contradiction,train,I'm as hairy as a naked mole rat
1128,I start to prowl across the room like a tightrope walker on dental floss.,I start to walk across the room cautiously.,entailment,train,I start to prowl across the room like a tightrope walker on dental floss.
1129,He lay before the gathering sun.,He lies there and watches the sun set.,contradiction,dev,He lay before the gathering sun.
1130,"Having a thin figure, he looked like a dry, overgrown blade of grass.","Even though he was thin, he looked unpleasant.",entailment,train,"Having a thin figure, he looked like a dry, overgrown blade of grass."
1131,I'm guessing you aren't the only girl-or guy-in heller's class who thinks the tutor's like a spicy tamale -but you may be the only one where the feeling is mutual.,"I'm guessing you aren't the only student who finds the tutor hot, but you may be the only one where the feeling is mutual.",entailment,train,I'm guessing you aren't the only girl-or guy-in heller's class who thinks the tutor's like a spicy tamale -but you may be the only one where the feeling is mutual.
1132,you're like a rainy day.,you're cheerful,contradiction,train,you're like a rainy day.
1133,The police closed the investigation.,The case was archived.,entailment,dev,The police closed the investigation.
1134,The police closed the investigation.,The police is investigating.,contradiction,dev,The police closed the investigation.
1135,The police closed the investigation.,The police found him.,neutral,dev,The police closed the investigation.
1136,I was swamped with work.,I was unemployed.,contradiction,test,I was swamped with work.
1137,The sandwich was as dry as a crab at the bottom of the sea,The sandwich was very dry,contradiction,train,The sandwich was as dry as a crab at the bottom of the sea
1138,He was like a block of cement.,He was light.,contradiction,train,He was like a block of cement.
1139,The stars sparkle in the night sky.,"Looking at the night sky, the stars are pretty dim.",contradiction,train,The stars sparkle in the night sky.
